timestamp,anxiety_detected,active_symptoms,duration_seconds
2026-05-07 20:04:33,True,"hand_tremor,rapid_breathing",3.9
2026-05-07 20:04:34,False,rapid_breathing,0.0
2026-05-07 20:04:35,True,"hand_tremor,rapid_breathing",1.5
2026-05-07 20:04:35,False,rapid_breathing,0.2
2026-05-07 20:04:39,True,"hand_tremor,rapid_breathing",3.2
2026-05-07 20:04:39,False,rapid_breathing,0.5
2026-05-07 20:04:41,True,"hand_tremor,rapid_breathing",2.0
2026-05-07 20:04:41,False,rapid_breathing,0.4
2026-05-07 20:04:44,True,"hand_tremor,rapid_breathing",2.7
2026-05-07 20:04:44,False,rapid_breathing,0.3
2026-05-07 20:04:47,True,"hand_tremor,rapid_breathing",2.5
2026-05-07 20:04:47,False,rapid_breathing,0.5
2026-05-07 20:04:48,True,"hand_tremor,rapid_breathing",1.0
2026-05-07 20:04:49,False,hand_tremor,0.1
2026-05-07 20:04:54,True,"hand_tremor,rapid_breathing",5.7
2026-05-07 20:04:55,False,rapid_breathing,0.4
2026-05-07 20:05:08,True,"hand_tremor,rapid_breathing",13.4
2026-05-07 20:05:08,False,rapid_breathing,0.2
2026-05-07 20:05:14,True,"hand_tremor,rapid_breathing",5.6
2026-05-07 20:05:14,False,rapid_breathing,0.6
2026-05-07 20:05:24,True,"hand_tremor,rapid_breathing",9.1
2026-05-07 20:05:25,False,rapid_breathing,1.0
2026-05-07 20:05:28,True,"hand_tremor,rapid_breathing",3.5
2026-05-07 20:05:28,False,rapid_breathing,0.3
2026-05-07 20:05:31,True,"hand_tremor,rapid_breathing",2.3
2026-05-07 20:05:31,False,rapid_breathing,0.5
2026-05-07 20:06:01,False,rapid_breathing,30.0
2026-05-07 20:06:09,True,"hand_tremor,rapid_breathing",38.2
2026-05-07 20:06:10,False,rapid_breathing,0.4
2026-05-07 20:06:13,True,"hand_tremor,rapid_breathing",3.6
2026-05-07 20:06:14,False,rapid_breathing,0.4
2026-05-07 20:06:18,True,"hand_tremor,rapid_breathing",4.6
2026-05-07 20:06:19,False,rapid_breathing,0.8
2026-05-07 20:06:24,True,"hand_tremor,rapid_breathing",4.7
2026-05-07 20:06:24,False,rapid_breathing,0.3
2026-05-07 20:06:30,True,"hand_tremor,rapid_breathing",5.6
2026-05-07 20:06:30,False,rapid_breathing,0.4
2026-05-07 20:06:50,True,"hand_tremor,rapid_breathing",19.3
2026-05-07 20:06:50,False,rapid_breathing,0.1
2026-05-07 20:06:50,True,"hand_tremor,rapid_breathing",0.4
2026-05-07 20:06:51,False,rapid_breathing,0.4
2026-05-07 20:06:54,True,"hand_tremor,rapid_breathing",3.4
2026-05-07 20:06:55,False,rapid_breathing,0.5
2026-05-07 20:07:05,True,"hand_tremor,rapid_breathing",10.7
2026-05-07 20:07:05,False,rapid_breathing,0.1
2026-05-07 20:07:06,True,"hand_tremor,rapid_breathing",0.4
2026-05-07 20:07:07,False,rapid_breathing,1.2
2026-05-07 20:07:09,True,"hand_tremor,rapid_breathing",2.4
2026-05-07 20:07:09,False,rapid_breathing,0.1
2026-05-07 20:07:15,True,"hand_tremor,rapid_breathing",6.0
2026-05-07 20:07:16,False,rapid_breathing,0.3
2026-05-07 20:07:30,True,"hand_tremor,rapid_breathing",14.4
2026-05-07 20:07:31,False,rapid_breathing,0.9
2026-05-07 20:07:33,True,"hand_tremor,rapid_breathing",1.8
2026-05-07 20:07:33,False,rapid_breathing,0.4
2026-05-07 20:08:03,False,rapid_breathing,30.0
2026-05-07 20:08:11,True,"hand_tremor,rapid_breathing",37.9
2026-05-07 20:08:11,False,rapid_breathing,0.3
2026-05-07 20:08:12,True,"hand_tremor,rapid_breathing",0.5
2026-05-07 20:08:12,False,rapid_breathing,0.3
2026-05-07 20:08:13,True,"hand_tremor,rapid_breathing",0.9
2026-05-07 20:08:15,False,rapid_breathing,1.9
2026-05-07 20:08:21,True,"hand_tremor,rapid_breathing",6.1
2026-05-07 20:08:21,False,hand_tremor,0.1
2026-05-07 20:08:22,True,"hand_tremor,rapid_breathing",1.1
2026-05-07 20:08:22,False,hand_tremor,0.0
2026-05-07 20:08:23,True,"hand_tremor,rapid_breathing",0.3
2026-05-07 20:08:23,False,rapid_breathing,0.6
2026-05-07 20:08:25,True,"hand_tremor,rapid_breathing",2.1
2026-05-07 20:08:25,False,rapid_breathing,0.1
2026-05-07 20:08:26,True,"hand_tremor,rapid_breathing",1.0
2026-05-07 20:08:27,False,hand_tremor,0.3
2026-05-07 20:08:27,True,"hand_tremor,rapid_breathing",0.2
2026-05-07 20:08:28,False,rapid_breathing,0.9
2026-05-07 20:08:28,True,"hand_tremor,rapid_breathing",0.4
2026-05-07 20:08:29,False,hand_tremor,0.5
2026-05-07 20:08:29,True,"hand_tremor,rapid_breathing",0.4
2026-05-07 20:08:29,False,hand_tremor,0.5
2026-05-07 20:08:30,True,"hand_tremor,rapid_breathing",0.3
2026-05-07 20:08:31,False,rapid_breathing,0.8
2026-05-07 20:08:32,True,"hand_tremor,rapid_breathing",1.4
2026-05-07 20:08:32,False,rapid_breathing,0.5
2026-05-07 20:08:33,True,"hand_tremor,rapid_breathing",0.7
2026-05-07 20:08:34,False,rapid_breathing,0.4
2026-05-07 20:08:45,True,"hand_tremor,rapid_breathing",11.0
2026-05-07 20:08:45,False,rapid_breathing,0.4
2026-05-07 20:08:47,True,"hand_tremor,rapid_breathing",1.5
2026-05-07 20:08:47,False,rapid_breathing,0.2
2026-05-07 20:08:48,True,"hand_tremor,rapid_breathing",1.0
2026-05-07 20:08:48,False,rapid_breathing,0.6
2026-05-07 20:08:53,True,"hand_tremor,rapid_breathing",4.3
2026-05-07 20:08:53,False,rapid_breathing,0.5
2026-05-07 20:08:55,True,"hand_tremor,rapid_breathing",2.1
2026-05-07 20:08:55,False,rapid_breathing,0.2
2026-05-07 20:09:03,True,"hand_tremor,rapid_breathing",7.5
2026-05-07 20:09:03,False,rapid_breathing,0.2
2026-05-07 20:09:05,True,"hand_tremor,rapid_breathing",1.4
2026-05-07 20:09:05,False,rapid_breathing,0.4
2026-05-07 20:09:09,True,"hand_tremor,rapid_breathing",4.1
2026-05-07 20:09:10,False,rapid_breathing,1.1
2026-05-07 20:09:28,False,,0.7
2026-05-07 20:09:58,False,,30.0
2026-05-07 20:10:28,False,rapid_breathing,60.0
2026-05-07 20:10:58,False,,90.1
2026-05-07 20:11:19,True,"hand_tremor,rapid_breathing",111.4
2026-05-07 20:11:19,False,rapid_breathing,0.3
2026-05-07 20:11:22,True,"hand_tremor,rapid_breathing",2.8
2026-05-07 20:11:22,False,rapid_breathing,0.3
2026-05-07 20:11:27,True,"hand_tremor,rapid_breathing",4.7
2026-05-07 20:11:28,False,rapid_breathing,0.4
2026-05-07 20:11:28,True,"hand_tremor,rapid_breathing",0.1
2026-05-07 20:11:28,False,rapid_breathing,0.6
2026-05-07 20:11:33,True,"hand_tremor,rapid_breathing",4.8
2026-05-07 20:11:33,False,rapid_breathing,0.2
2026-05-07 20:11:33,True,"hand_tremor,rapid_breathing",0.1
2026-05-07 20:11:34,False,rapid_breathing,0.8
2026-05-07 20:11:35,True,"hand_tremor,rapid_breathing",1.0
2026-05-07 20:11:36,False,rapid_breathing,1.3
2026-05-07 20:11:36,True,"hand_tremor,rapid_breathing",0.1
2026-05-07 20:11:37,False,rapid_breathing,0.9
2026-05-07 20:11:38,True,"hand_tremor,rapid_breathing",0.2
2026-05-07 20:11:39,False,rapid_breathing,0.9
2026-05-07 20:11:39,True,"hand_tremor,rapid_breathing",0.5
